key,source_location,ui_area,text_type,en,de_suggested,context,placeholders,notes,review_status
export.notice.batch_scope,src/psm_tool/ui/pages/3_export.py,export,info,This page exports all available Product x Country combinations using the current filter configuration and auto-grid behavior.,Diese Seite exportiert alle verfügbaren Produkt-×-Land-Kombinationen mit der aktuellen Filterkonfiguration und dem Auto-Grid-Verhalten.,Main explanatory text on export page,,Batch export scope; DE optimized for MR/Product/Management audience,reviewed
export.preflight.success,src/psm_tool/plots/render_static.py,export,info,Static export preflight succeeded.,Preflight für den statischen Export erfolgreich.,Positive preflight message,,Status message; DE optimized for MR/Product/Management audience,reviewed
export.preflight.resolve_errors,src/psm_tool/ui/pages/3_export.py,export,warning,Resolve static rendering preflight errors before generating export files.,"Bitte Preflight-Fehler des statischen Renderings beheben, bevor Exportdateien erzeugt werden.",Blocking warning on export page,,Action message; DE optimized for MR/Product/Management audience,reviewed
export.preflight.browser_guidance,src/psm_tool/plots/render_static.py,export,error,"Static export requires Chrome/Chromium for Kaleido v1. Install Chrome/Chromium, or run `python -c ""import plotly.io as pio; pio.get_chrome()""`, or set BROWSER_PATH if the browser is installed but not auto-discovered.","Statischer Export erfordert Chrome/Chromium für Kaleido v1. Installieren Sie Chrome/Chromium, führen Sie `python -c ""import plotly.io as pio; pio.get_chrome()""` aus oder setzen Sie BROWSER_PATH, falls der Browser installiert ist, aber nicht automatisch gefunden wird.",Browser/kaleido preflight error guidance,,Keep technical commands and environment variable; DE optimized for MR/Product/Management audience,reviewed
export.metric.pptx_template,src/psm_tool/ui/pages/3_export.py,export,label,PPTX template,PPTX-Vorlage,Metric label on export page,,Metric label; DE optimized for MR/Product/Management audience,reviewed
export.metric.product_country_count,src/psm_tool/ui/pages/3_export.py,export,label,Product x Country,Produkt × Land,Metric label on export page,,Metric label; DE optimized for MR/Product/Management audience,reviewed
export.metric.export_mode,src/psm_tool/ui/pages/3_export.py,export,label,Export mode,Exportmodus,Metric label on export page,,Metric label; DE optimized for MR/Product/Management audience,reviewed
export.metric.yes,src/psm_tool/ui/pages/3_export.py,export,label,yes,ja,Metric value for template available,,Short value; DE optimized for MR/Product/Management audience,reviewed
export.metric.no,src/psm_tool/ui/pages/3_export.py,export,label,no,nein,Metric value for template unavailable,,Short value; DE optimized for MR/Product/Management audience,reviewed
export.metric.auto_grid_batch,src/psm_tool/ui/pages/3_export.py,export,label,Auto-grid batch,Auto-Grid-Batch,Metric value describing export mode,,Keep technical mode wording; DE optimized for MR/Product/Management audience,reviewed
export.button.download_pptx,src/psm_tool/ui/pages/3_export.py,export,button,Download PPTX report,PPTX-Report herunterladen,Export download button,,Button label; DE optimized for MR/Product/Management audience,reviewed
export.button.download_excel,src/psm_tool/ui/pages/3_export.py,export,button,Download Excel export,Excel-Export herunterladen,Export download button,,Button label; DE optimized for MR/Product/Management audience,reviewed
export.button.download_kpi_png,src/psm_tool/ui/pages/3_export.py,export,button,Download KPI Summary PNG,KPI-Übersicht als PNG herunterladen,Export download button,,Button label; DE optimized for MR/Product/Management audience,reviewed
export.filename.pptx,src/psm_tool/ui/pages/3_export.py,export,label,psm_report_{product}_{segment}.pptx,psm_report_{product}_{segment}.pptx,Generated PPTX export filename,{product}; {segment},Filename pattern should typically stay unchanged,reviewed
export.filename.excel,src/psm_tool/ui/pages/3_export.py,export,label,psm_export_{product}_{segment}.xlsx,psm_export_{product}_{segment}.xlsx,Generated Excel export filename,{product}; {segment},Filename pattern should typically stay unchanged,reviewed
export.filename.kpi_png,src/psm_tool/ui/pages/3_export.py,export,label,kpi_summary_{product}_{segment}.png,kpi_summary_{product}_{segment}.png,Generated KPI summary PNG filename,{product}; {segment},Filename pattern should typically stay unchanged,reviewed
export.excel.sheet.kpis,src/psm_tool/report/excel_export.py,export,label,kpis,kpis,Excel sheet name for KPI summary table,,Worksheet name usually stays technical,reviewed
export.excel.sheet.curves,src/psm_tool/report/excel_export.py,export,label,curves,curves,Excel sheet name for exported curve table,,Worksheet name usually stays technical,reviewed
export.excel.sheet.nms_kpis,src/psm_tool/report/excel_export.py,export,label,nms_kpis,nms_kpis,Excel sheet name for NMS/turnover KPI table,,Worksheet name usually stays technical,reviewed
export.excel.sheet.turnover_index,src/psm_tool/report/excel_export.py,export,label,turnover_index,turnover_index,Excel sheet name for turnover/profit curve export,,Worksheet name usually stays technical,reviewed
report.glossary.pmi,src/psm_tool/report/insights.py,report,methodology_text,Lower bound of the acceptable price range (marginal inexpensiveness).,Untere Grenze des akzeptierten Preisbereichs (marginale Preisgünstigkeit).,PSM glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.opp,src/psm_tool/report/insights.py,report,methodology_text,Price where 'too cheap' and 'too expensive' concerns are balanced.,"Preis, bei dem sich „zu günstig“- und „zu teuer“-Wahrnehmungen ausgleichen.",PSM glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.idp,src/psm_tool/report/insights.py,report,methodology_text,Price where value-for-money and expensiveness perceptions are balanced.,"Preis, bei dem sich Preiswürdigkeit und Teuer-Wahrnehmung ausgleichen.",PSM glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.pme,src/psm_tool/report/insights.py,report,methodology_text,Upper bound of the acceptable price range (marginal expensiveness).,Obere Grenze des akzeptierten Preisbereichs (marginale Teuer-Wahrnehmung).,PSM glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.accepted_range,src/psm_tool/report/insights.py,report,methodology_text,Band between PMI and PME where price acceptance is highest.,"Bereich zwischen PMI und PME, in dem die Preisakzeptanz am höchsten ist.",PSM glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.price_stress,src/psm_tool/report/insights.py,report,methodology_text,Difference between OPP and IDP; signals upward or downward pricing pressure.,Differenz zwischen OPP und IDP; signalisiert auf- oder abwärtsgerichteten Preisdruck.,PSM glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.max_trial_price,src/psm_tool/report/insights.py,report,methodology_text,Price where modeled trial intent reaches its maximum.,"Preis, bei dem die modellierte Trial-Absicht ihr Maximum erreicht.",NMS glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.max_revenue_price,src/psm_tool/report/insights.py,report,methodology_text,Price where modeled revenue per 100 prospects reaches its maximum.,"Preis, bei dem die modellierte Revenue pro 100 Interessenten ihr Maximum erreicht.",NMS glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.included_n,src/psm_tool/report/insights.py,report,methodology_text,Respondents included in NMS after PI/PUKI eligibility and missing-value handling.,"Befragte, die nach PI-/PUKI-Eignungsprüfung und Missing-Handling in NMS enthalten sind.",NMS glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.puki_filter,src/psm_tool/report/insights.py,report,methodology_text,Eligibility threshold used for PI population selection.,Eignungsschwelle für die Auswahl der PI-Population.,NMS glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.weighting,src/psm_tool/report/insights.py,report,methodology_text,Whether valid survey weights were applied in NMS averaging.,"Gibt an, ob gültige Survey-Gewichte in der NMS-Mittelung verwendet wurden.",NMS glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.max_turnover_price,src/psm_tool/report/insights.py,report,methodology_text,Price where turnover index reaches its maximum (index = 100).,"Preis, bei dem der Turnover Index sein Maximum erreicht (Index = 100).",Turnover glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.max_turnover_index,src/psm_tool/report/insights.py,report,methodology_text,Normalized turnover score on a 0-100 scale.,Normierter Turnover-Wert auf einer 0-100-Skala.,Turnover glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.pi_source,src/psm_tool/report/insights.py,report,methodology_text,Source used for purchase intention curve (ladder or NMS trial fallback).,Quelle der Kaufabsichtskurve (Preisleiter oder NMS-Trial-Fallback).,Turnover glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.turnover_source.ladder.label,src/psm_tool/report/insights.py,report,label,PI ladder,PI-Preisleiter,Display label for purchase-intention ladder source,,Visible in PI Source KPI card; DE optimized for MR/Product/Management audience,reviewed
report.turnover_source.ladder.note,src/psm_tool/report/insights.py,report,report_sentence,Uses explicit purchase-intention values from a provided price ladder table.,Verwendet explizite Kaufabsichtswerte aus einer bereitgestellten Preisleiter-Tabelle.,Explanatory text for PI ladder source,,Visible in PI Source KPI subtitle/summary context; DE optimized for MR/Product/Management audience,reviewed
report.turnover_source.nms_fallback.label,src/psm_tool/report/insights.py,report,label,NMS trial fallback,NMS-Trial-Fallback,Display label for modeled NMS fallback source,,Visible in PI Source KPI card; DE optimized for MR/Product/Management audience,reviewed
report.turnover_source.nms_fallback.note,src/psm_tool/report/insights.py,report,report_sentence,Uses the modeled NMS trial curve from respondent anchor points when no explicit price ladder is provided.,"Verwendet die modellierte NMS-Trial-Kurve aus Befragten-Ankerpunkten, wenn keine explizite Preisleiter bereitgestellt wird.",Explanatory text for NMS fallback source,,Visible in PI Source KPI subtitle/summary context; DE optimized for MR/Product/Management audience,reviewed
report.glossary.unit_cost,src/psm_tool/report/insights.py,report,methodology_text,Manually entered unit cost used only in this session.,"Manuell eingegebene Stückkosten, die nur in dieser Session verwendet werden.",Profit glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.max_profit_price,src/psm_tool/report/insights.py,report,methodology_text,Price where profit proxy is highest.,"Preis, bei dem der Profit-Proxy am höchsten ist.",Profit glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.max_profit_index,src/psm_tool/report/insights.py,report,methodology_text,Normalized profit proxy score on a 0-100 scale.,Normierter Profit-Proxy-Wert auf einer 0-100-Skala.,Profit glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.glossary.break_even_cost,src/psm_tool/report/insights.py,report,methodology_text,Price where unit margin is zero (price equals cost).,"Preis, bei dem die Stückmarge null ist (Preis entspricht Kosten).",Profit glossary explanation,,Glossary text; DE optimized for MR/Product/Management audience,reviewed
report.wording.competition_caveat,src/psm_tool/report/wording_policy.py,report,warning,No competition/substitution model is included.,Es ist kein Wettbewerbs-/Substitutionsmodell enthalten.,Standard caveat appended to summaries,,High-visibility caveat; DE optimized for MR/Product/Management audience,reviewed
report.wording.prefix.perception,src/psm_tool/report/wording_policy.py,report,report_sentence,Perception:,Preiswahrnehmung:,Lens prefix added to rule-based report sentences,,Lens label; may remain English in final if preferred; DE optimized for MR/Product/Management audience,reviewed
report.wording.prefix.modeled_demand,src/psm_tool/report/wording_policy.py,report,report_sentence,Modeled demand:,Modellierte Nachfrage:,Lens prefix added to rule-based report sentences,,Lens label; DE optimized for MR/Product/Management audience,reviewed
report.wording.prefix.economics_proxy,src/psm_tool/report/wording_policy.py,report,report_sentence,Economics proxy:,Economics Proxy:,Lens prefix added to rule-based report sentences,,Check preferred DE/EN final terminology; DE optimized for MR/Product/Management audience,reviewed
report.wording.recommendation_blocked,src/psm_tool/report/wording_policy.py,report,report_sentence,no target-price recommendation is issued.,es wird keine Zielpreisempfehlung ausgesprochen.,Suffix added when recommendation language is blocked,,Dynamic sentence suffix; DE optimized for MR/Product/Management audience,reviewed
report.wording.interpret_with_caution,src/psm_tool/report/wording_policy.py,report,report_sentence,interpret with caution.,mit Vorsicht interpretieren.,Suffix added for unstable results,,Dynamic sentence suffix; DE optimized for MR/Product/Management audience,reviewed
report.wording.current_assumptions,src/psm_tool/report/wording_policy.py,report,report_sentence,under current assumptions.,unter den aktuellen Annahmen.,Suffix added to wording-policy sentences,,Dynamic sentence suffix; DE optimized for MR/Product/Management audience,reviewed
knowledge.markdown.overview,src/psm_tool/ui/knowledge_content.py,knowledge,methodology_text,"# Knowledge & Methodology\n\nThis page documents exactly what this tool does in code. The logic is deterministic, rule-based, and reproducible.\n\n## What this tool computes\nThe tool combines two pricing lenses:\n- **PSM (perception boundaries):** derives PMI, OPP, IDP, PME and accepted range from four threshold questions.\n- **Purchase Intention + Turnover/Profit proxies:** derives PI-over-price and index curves from respondent PI anchors (or optional PI ladder input).\n\n## Runtime workflow in this app\n1) Read file into a canonical DataFrame (`read_any`)\n2) Validate schema and numeric coercion (`validate_template`)\n3) Select product/segment in Results\n4) Build analysis base (plausibility filter toggle, then optional outlier filter)\n5) Build grid (`build_price_grid_details`)\n6) Compute PSM curves/KPIs\n7) Compute NMS/PI and turnover/profit proxies when PI exists\n8) Export PPTX/Excel from the same payload\n\n### Supported file types (runtime)\n{supported_files}\n\n### Quick glossary\n- **Threshold columns:** `too_cheap`, `bargain`, `expensive_acceptable`, `too_expensive`\n- **Accepted range:** `[PMI, PME]`\n- **Turnover index:** `price * PI`, normalized to max = 100\n\n## Model Layers\n- **Perception layer (PSM):** price perception boundaries (PMI/OPP/IDP/PME).\n- **Modeled demand layer (NMS/PI):** modeled purchase-intention curves from anchor assumptions.\n- **Economics proxy layer:** turnover/profit proxies derived from modeled PI.\n\nPSM measures price perception boundaries, not observed market demand under competition.\n{competition_caveat}\n\n### Wording policy examples\n- `{perception_example}`\n- `{demand_example}`\n- `{economics_example}`","# Wissen & Methodik\n\nDiese Seite dokumentiert, was das Tool im Code berechnet. Die Logik ist deterministisch, regelbasiert und reproduzierbar.\n\n## Was das Tool berechnet\nDas Tool kombiniert zwei Pricing-Perspektiven:\n- **PSM (Preiswahrnehmungsgrenzen):** leitet PMI, OPP, IDP, PME und den akzeptierten Preisbereich aus vier Schwellenfragen ab.\n- **Kaufabsicht + Turnover-/Profit-Proxies:** leitet PI-über-Preis- und Indexkurven aus PI-Ankern auf Befragtenebene ab (oder aus einem optionalen PI-Preisleiter-Input).\n\n## Laufzeit-Workflow in der App\n1) Datei in ein kanonisches DataFrame einlesen (`read_any`)\n2) Schema und numerische Werte validieren (`validate_template`)\n3) Produkt/Segment in Ergebnisse auswählen\n4) Analysebasis aufbauen (Plausibilitätsfilter, danach optionaler Ausreißerfilter)\n5) Preisgrid aufbauen (`build_price_grid_details`)\n6) PSM-Kurven/KPIs berechnen\n7) NMS/PI sowie Turnover-/Profit-Proxies berechnen, sofern PI vorhanden ist\n8) PPTX/Excel aus demselben Payload exportieren\n\n### Unterstützte Dateitypen (Runtime)\n{supported_files}\n\n### Kurzes Glossar\n- **Schwellen-Spalten:** `too_cheap`, `bargain`, `expensive_acceptable`, `too_expensive`\n- **Akzeptierter Preisbereich:** `[PMI, PME]`\n- **Turnover Index:** `price * PI`, normiert auf max = 100\n\n## Modellschichten\n- **Perception Layer (PSM):** Grenzen der Preiswahrnehmung (PMI/OPP/IDP/PME).\n- **Modeled Demand Layer (NMS/PI):** modellierte Kaufabsichtskurven aus Ankerannahmen.\n- **Economics Proxy Layer:** Turnover-/Profit-Proxies aus modellierter PI.\n\nPSM misst Grenzen der Preiswahrnehmung, nicht beobachtete Marktnachfrage unter Wettbewerb.\n{competition_caveat}\n\n### Beispiele für die Wording Policy\n- `{perception_example}`\n- `{demand_example}`\n- `{economics_example}`",Knowledge tab markdown content,{supported_files}; {competition_caveat}; {perception_example}; {demand_example}; {economics_example},Existing Knowledge translation improved; multiline content condensed with \n escapes; DE optimized for MR/Product/Management audience,reviewed
knowledge.markdown.psm,src/psm_tool/ui/knowledge_content.py,knowledge,methodology_text,"# PSM (Price Sensitivity Meter)\n\n## Inputs and validity rule\nPSM uses four threshold columns per respondent:\n- `too_cheap`\n- `bargain`\n- `expensive_acceptable`\n- `too_expensive`\n\nStrict ordering rule used by code:\n`{ordering_rule}`\n\nIn Results, this plausibility filter is a user toggle:\n- ON (default): only ordered respondents enter PSM/NMS analysis\n- OFF: non-ordered respondents can remain in analysis and are explicitly reported in QC\n\n## Curve construction (exact definitions)\nOn each grid price `p`:\n- Too Cheap(p): share with `too_cheap >= p`\n- Bargain(p): share with `bargain >= p`\n- Expensive(p): share with `expensive_acceptable <= p`\n- Too Expensive(p): share with `too_expensive <= p`\n- Not Bargain(p) = `100 - Bargain(p)`\n- Not Expensive(p) = `100 - Expensive(p)`\n\nWeight behavior:\n- If `weight` exists and usable (sum of non-negative weights > 0), weighted shares are used.\n- If `weight` is missing/invalid/all-zero, the tool falls back to unweighted calculation (and reports this in UI/QC).\n\n## KPI intersections\nIntersections are solved on the grid with linear interpolation:\n- PMI: Too Cheap x Not Bargain\n- OPP: Too Cheap x Too Expensive\n- IDP: Bargain x Expensive\n- PME: Too Expensive x Not Expensive\n\nStatus values implemented:\n{statuses}\n\nMeaning:\n- `clean`: sign-change crossing found\n- `interval`: overlapping segment; tool reports midpoint and interval bounds\n- `closest`: no crossing; tool reports closest approach on grid\n\nDerived KPIs:\n- Accepted Range = `[min(PMI, PME), max(PMI, PME)]`\n- Price Stress = `OPP - IDP`","# PSM (Price Sensitivity Meter)\n\n## Inputs und Plausibilitätsregel\nPSM nutzt vier Schwellen-Spalten je Befragtem:\n- `too_cheap`\n- `bargain`\n- `expensive_acceptable`\n- `too_expensive`\n\nDie im Code verwendete strikte Ordnungsregel lautet:\n`{ordering_rule}`\n\nIn Ergebnisse ist dieser Plausibilitätsfilter ein Nutzerschalter:\n- ON (Standard): Nur geordnete Befragte gehen in die PSM-/NMS-Analyse ein\n- OFF: Nicht geordnete Befragte können in der Analyse verbleiben und werden in QC explizit ausgewiesen\n\n## Kurvenkonstruktion (exakte Definitionen)\nFür jeden Grid-Preis `p` gilt:\n- Too Cheap(p): Anteil mit `too_cheap >= p`\n- Bargain(p): Anteil mit `bargain >= p`\n- Expensive(p): Anteil mit `expensive_acceptable <= p`\n- Too Expensive(p): Anteil mit `too_expensive <= p`\n- Not Bargain(p) = `100 - Bargain(p)`\n- Not Expensive(p) = `100 - Expensive(p)`\n\nGewichtungsverhalten:\n- Wenn `weight` vorhanden und nutzbar ist (Summe nicht negativer Gewichte > 0), werden gewichtete Anteile verwendet.\n- Wenn `weight` fehlt, ungültig oder vollständig null ist, fällt das Tool auf ungewichtete Berechnung zurück (mit Hinweis in UI/QC).\n\n## KPI-Schnittpunkte\nDie Schnittpunkte werden auf dem Grid per linearer Interpolation gelöst:\n- PMI: Too Cheap x Not Bargain\n- OPP: Too Cheap x Too Expensive\n- IDP: Bargain x Expensive\n- PME: Too Expensive x Not Expensive\n\nImplementierte Statuswerte:\n{statuses}\n\nBedeutung:\n- `clean`: eindeutige Kreuzung per Vorzeichenwechsel gefunden\n- `interval`: überlappender Bereich; das Tool berichtet Mittelpunkt und Intervallgrenzen\n- `closest`: keine Kreuzung; das Tool berichtet die nächste Annäherung auf dem Grid\n\nAbgeleitete KPIs:\n- Accepted Range = `[min(PMI, PME), max(PMI, PME)]`\n- Price Stress = `OPP - IDP`",Knowledge tab markdown content,{ordering_rule}; {statuses},Existing Knowledge translation improved; long markdown condensed with \n escapes; DE optimized for MR/Product/Management audience,reviewed
knowledge.markdown.nms,src/psm_tool/ui/knowledge_content.py,knowledge,methodology_text,"# NMS (Newton-Miller-Smith)\n\nPurchase Intention & Turnover\n\n## PI sources and priority\nThe tool resolves PI curve source in this order:\n1) Explicit PI ladder (`price`, `purchase_intention_pct`) for selected segment/currency/product\n2) NMS modeled trial curve from respondent-level PI anchors\n\n## Respondent-level NMS model (when no ladder is used)\nRequired PI columns:\n- `pi_bargain_pct`\n- `pi_expensive_pct`\n\nPer respondent, the tool builds a piecewise-linear curve with four anchors:\n`(too_cheap, 0) -> (bargain, PI_bargain) -> (expensive_acceptable, PI_expensive) -> (too_expensive, 0)`\nThen it averages curves over the active analysis base (weighted if usable).\n\nBase population is the current Results analysis base, plus optional PUKI filter:\n- default: `puki <= 2` if `puki` exists\n- optional: `puki <= 3`\n- if `puki` missing: filter is not applied and this is reported\n\n## PI unit invariant and guardrails\nAccepted PI input representations:\n- percent `0..100`\n- fraction `0..1` (normalized with guardrails when detected)\n- coded scale `1..11` (mapped as `pct = 10 + (code - 1) * 9`)\n\n{pi_unit_line}\n\n## Turnover Index (0-100)\n- `revenue_raw(p) = price(p) * (PI(p)/100)`\n- `turnover_index(p) = revenue_raw(p) / max(revenue_raw) * 100` (or 0 if max is 0)\n- max-turnover price tie-break: lowest price among equal maxima\n\nWhy turnover can look plausible while PI is wrong:\n- normalization to max=100 can preserve shape even when PI is scaled incorrectly.\n\n## Optional Profit Proxy mode\nIf unit cost is entered in Results:\n- `profit_proxy_per_100 = (price - cost) * (PI/100) * 100`\n- `profit_index = profit_proxy / max(profit_proxy) * 100` (or 0 if max <= 0)\n- max-profit tie-break: lowest price among equal maxima","# NMS (Newton-Miller-Smith)\n\nKaufabsicht & Turnover\n\n## PI-Quellen und Priorität\nDas Tool bestimmt die Quelle der PI-Kurve in dieser Reihenfolge:\n1) Expliziter PI-Preisleiter (`price`, `purchase_intention_pct`) für das gewählte Segment/die Währung/das Produkt\n2) NMS-modellierte Trial-Kurve aus PI-Ankern auf Befragtenebene\n\n## NMS-Modell auf Befragtenebene (wenn keine Preisleiter verwendet wird)\nErforderliche PI-Spalten:\n- `pi_bargain_pct`\n- `pi_expensive_pct`\n\nPro Befragtem erstellt das Tool eine stückweise lineare Kurve mit vier Ankern:\n`(too_cheap, 0) -> (bargain, PI_bargain) -> (expensive_acceptable, PI_expensive) -> (too_expensive, 0)`\nAnschließend werden die Kurven über die aktive Analysebasis gemittelt (gewichtet, wenn nutzbar).\n\nDie Basispopulation ist die aktuelle Analysebasis aus Ergebnisse, ergänzt um einen optionalen PUKI-Filter:\n- Standard: `puki <= 2`, wenn `puki` vorhanden ist\n- Toggle „neutralen PUKI einbeziehen“: `puki <= 3`\n- wenn `puki` fehlt: kein Filter; dies wird ausgewiesen\n\n## PI-Einheiten und Guardrails\nAkzeptierte PI-Eingabedarstellungen:\n- Prozent `0..100`\n- 0..1-Skala (wird bei Erkennung mit Guardrails normalisiert)\n- codierte Skala `1..11` (Mapping: `pct = 10 + (code - 1) * 9`)\n\n{pi_unit_line}\n\n## Turnover Index (0-100)\n- `revenue_raw(p) = price(p) * (PI(p)/100)`\n- `turnover_index(p) = revenue_raw(p) / max(revenue_raw) * 100` (oder 0, wenn max = 0)\n- Tie-Break beim Max-Turnover-Preis: niedrigster Preis bei Gleichstand\n\nWarum Turnover plausibel wirken kann, obwohl PI falsch skaliert ist:\n- Die Normierung auf max=100 kann die Kurvenform stabil erscheinen lassen, obwohl PI falsch skaliert ist.\n\n## Optionaler Profit-Proxy-Modus\nWenn in Ergebnisse Stückkosten eingetragen werden:\n- `profit_proxy_per_100 = (price - cost) * (PI/100) * 100`\n- `profit_index = profit_proxy / max(profit_proxy) * 100` (oder 0, wenn max <= 0)\n- Tie-Break beim Max-Profit: niedrigster Preis bei Gleichstand",Knowledge tab markdown content,{pi_unit_line},Existing Knowledge translation improved; long markdown condensed with \n escapes; DE optimized for MR/Product/Management audience,reviewed
knowledge.markdown.quality_grid,src/psm_tool/ui/knowledge_content.py,knowledge,methodology_text,"# Quality & Grid\n\n## QC fields reported by code\nQC includes:\n- total rows\n- PSM-valid rows\n- exclusions due to ordering or missing thresholds\n- PUKI pass/excluded counts (if `puki` exists)\n- outlier filter settings and excluded count\n- analysis N after outlier filtering\n- weighting fallback indicators\n\n## Data validation rule: price inputs\nRule: **Negative price values are treated as missing.**\n\nDescription:\n- any threshold value `< 0` is converted to missing in preprocessing\n- negative values are excluded exactly like other missing values\n- no clamping and no transformation is applied\n\nScope:\n- PSM calculations\n- Purchase Intention calculations\n- Turnover Index calculations\n- NMS Trial/Revenue calculations\n\n## Outlier filter (Results control)\nOptional row-level exclusion using quantile bands per price column:\n- Mild: 0.5%..99.5%\n- Medium: 1%..99%\n- Strict: 5%..95%\nA row is excluded if at least one threshold is outside bounds.\n\n## Auto grid algorithm (as implemented)\n{auto_grid_summary}\n\n## Manual grid override\nYou can force `min`, `max`, `step` in Results.\nThis is useful when outliers or unit issues stretch the axis.\n\n### Currency snapping defaults\n{default_currency_snap}","# Qualität & Grid\n\n## Im Code ausgewiesene QC-Felder\nQC umfasst:\n- Gesamtzeilen\n- PSM-valides n\n- Ausschlüsse wegen Ordnungsregel oder fehlender Schwellen\n- PUKI Pass/Excluded Counts (wenn `puki` vorhanden ist)\n- Ausreißerfilter-Einstellungen und ausgeschlossenes n\n- Analyse-n nach Ausreißerfilterung\n- Hinweise zum Weight-Fallback\n\n## Datenvalidierungsregel: Preis-Inputs\nRegel: **Negative Preiswerte werden als fehlend behandelt.**\n\nBeschreibung:\n- jeder Schwellenwert `< 0` wird im Preprocessing als fehlend gesetzt\n- negative Werte werden genauso ausgeschlossen wie andere fehlende Werte\n- es erfolgt kein Clamping und keine Transformation\n\nScope:\n- PSM-Berechnungen\n- Purchase-Intention-Berechnungen\n- Turnover-Index-Berechnungen\n- NMS-Trial-/Revenue-Berechnungen\n\n## Ausreißerfilter (Einstellung in Ergebnisse)\nOptionale Ausschlusslogik auf Zeilenebene über Quantilbänder je Preisspalte:\n- Mild: 0.5%..99.5%\n- Medium: 1%..99%\n- Strict: 5%..95%\nEine Zeile wird ausgeschlossen, wenn mindestens eine Schwelle außerhalb der Grenzen liegt.\n\n## Auto-Grid-Algorithmus (wie implementiert)\n{auto_grid_summary}\n\n## Manuelles Grid-Override\n`min`, `max`, `step` können in Ergebnisse manuell gesetzt werden.\nDas ist hilfreich, wenn Ausreißer oder Einheitenthemen die Achse strecken.\n\n### Standardwerte für Currency Snapping\n{default_currency_snap}",Knowledge tab markdown content,{auto_grid_summary}; {default_currency_snap},Existing Knowledge translation improved; summary placeholder used for long algorithm block; DE optimized for MR/Product/Management audience,reviewed
knowledge.markdown.exports_privacy,src/psm_tool/ui/knowledge_content.py,knowledge,methodology_text,# Exports & Privacy\n\n## Export outputs\n- PPTX with static chart images and KPI text\n- Excel with KPI summary and curve tables\n\n## Static image rendering requirement\nPPTX export converts Plotly figures to PNG via Kaleido.\nA working Chrome/Chromium runtime is required.\nThe app performs an export preflight and shows an actionable error if browser rendering is unavailable.\n\n## Privacy posture\n- Uploaded files are processed in memory in normal app flow.\n- Public demo should only use synthetic/non-sensitive data.\n- Private client datasets should stay local and outside versioned paths.,"# Export & Datenschutz\n\n## Export-Outputs\n- PPTX mit statischen Chart-Bildern und KPI-Texten\n- Excel mit KPI-Übersicht und Kurventabellen\n\n## Voraussetzung für statisches Rendering\nDer PPTX-Export konvertiert Plotly-Figuren über Kaleido in PNG.\nDafür ist eine funktionierende Chrome-/Chromium-Runtime erforderlich.\nDie App führt vor dem Export einen Preflight durch und zeigt eine handlungsrelevante Fehlermeldung, wenn das Browser-Rendering nicht verfügbar ist.\n\n## Datenschutz-Grundsatz\n- Hochgeladene Dateien werden im normalen App-Flow im Arbeitsspeicher verarbeitet.\n- In einer öffentlichen Demo sollten nur synthetische bzw. nicht sensible Daten verwendet werden.\n- Vertrauliche Kundendatensätze sollten lokal und außerhalb versionierter Pfade bleiben.",Knowledge tab markdown content,,Existing Knowledge translation improved; long markdown condensed with \n escapes; DE optimized for MR/Product/Management audience,reviewed
